candidate_id,family,symbol,fast_span,slow_span,signal_span,threshold
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,EURUSD,24,104,18,0.0005
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,EURUSD,24,26,18,0.0
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,EURUSD,24,26,18,0.0005
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,EURUSD,24,52,18,0.0
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,EURUSD,24,52,18,0.0005
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,EURUSD,24,104,9,0.0
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,EURUSD,24,104,9,0.0005
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,EURUSD,24,26,9,0.0
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,EURUSD,24,26,9,0.0005
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,EURUSD,24,52,9,0.0
momentum_macd_histogram__EURUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,EURUSD,24,52,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,GBPUSD,12,104,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,104,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,GBPUSD,12,26,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,26,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,GBPUSD,12,52,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,52,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,GBPUSD,12,104,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,104,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,GBPUSD,12,26,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,26,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,GBPUSD,12,52,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,GBPUSD,12,52,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,GBPUSD,24,104,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,104,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,GBPUSD,24,26,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,26,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,GBPUSD,24,52,18,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,52,18,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,GBPUSD,24,104,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,104,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,GBPUSD,24,26,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,26,9,0.0005
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,GBPUSD,24,52,9,0.0
momentum_macd_histogram__GBPUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,GBPUSD,24,52,9,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,SAP,12,104,18,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,SAP,12,104,18,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,SAP,12,26,18,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,SAP,12,26,18,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,SAP,12,52,18,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,SAP,12,52,18,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,SAP,12,104,9,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,SAP,12,104,9,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,SAP,12,26,9,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,SAP,12,26,9,0.0005
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,SAP,12,52,9,0.0
momentum_macd_histogram__SAP__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,SAP,12,52,9,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,SAP,24,104,18,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,SAP,24,104,18,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,SAP,24,26,18,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,SAP,24,26,18,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,SAP,24,52,18,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,SAP,24,52,18,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,SAP,24,104,9,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,SAP,24,104,9,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,SAP,24,26,9,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,SAP,24,26,9,0.0005
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,SAP,24,52,9,0.0
momentum_macd_histogram__SAP__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,SAP,24,52,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,USDJPY,12,104,18,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,USDJPY,12,104,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,USDJPY,12,26,18,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,USDJPY,12,26,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,USDJPY,12,52,18,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,USDJPY,12,52,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,USDJPY,12,104,9,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,USDJPY,12,104,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,USDJPY,12,26,9,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,USDJPY,12,26,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,USDJPY,12,52,9,0.0
momentum_macd_histogram__USDJPY__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,USDJPY,12,52,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,USDJPY,24,104,18,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,USDJPY,24,104,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,USDJPY,24,26,18,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,USDJPY,24,26,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,USDJPY,24,52,18,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,USDJPY,24,52,18,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,USDJPY,24,104,9,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,USDJPY,24,104,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,USDJPY,24,26,9,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,USDJPY,24,26,9,0.0005
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,USDJPY,24,52,9,0.0
momentum_macd_histogram__USDJPY__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,USDJPY,24,52,9,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,VOD,12,104,18,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,VOD,12,104,18,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,VOD,12,26,18,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,VOD,12,26,18,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,VOD,12,52,18,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,VOD,12,52,18,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,VOD,12,104,9,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,VOD,12,104,9,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,VOD,12,26,9,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,VOD,12,26,9,0.0005
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,VOD,12,52,9,0.0
momentum_macd_histogram__VOD__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,VOD,12,52,9,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,VOD,24,104,18,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,VOD,24,104,18,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,VOD,24,26,18,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,VOD,24,26,18,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,VOD,24,52,18,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,VOD,24,52,18,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,VOD,24,104,9,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,VOD,24,104,9,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,VOD,24,26,9,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,VOD,24,26,9,0.0005
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,VOD,24,52,9,0.0
momentum_macd_histogram__VOD__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,VOD,24,52,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,XAGUSD,12,104,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,104,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,XAGUSD,12,26,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,26,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,XAGUSD,12,52,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,52,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,XAGUSD,12,104,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,104,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,XAGUSD,12,26,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,26,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,XAGUSD,12,52,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAGUSD,12,52,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,XAGUSD,24,104,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,104,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,XAGUSD,24,26,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,26,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,XAGUSD,24,52,18,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,52,18,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,XAGUSD,24,104,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,104,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,XAGUSD,24,26,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,26,9,0.0005
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,XAGUSD,24,52,9,0.0
momentum_macd_histogram__XAGUSD__fast_span-24__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAGUSD,24,52,9,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,XAUUSD,12,104,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,104,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,XAUUSD,12,26,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,26,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,XAUUSD,12,52,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,52,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,XAUUSD,12,104,9,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,104,9,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,XAUUSD,12,26,9,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,26,9,0.0005
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0,momentum_macd_histogram,XAUUSD,12,52,9,0.0
momentum_macd_histogram__XAUUSD__fast_span-12__signal_span-9__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAUUSD,12,52,9,0.0005
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0,momentum_macd_histogram,XAUUSD,24,104,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAUUSD,24,104,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0,momentum_macd_histogram,XAUUSD,24,26,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAUUSD,24,26,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0,momentum_macd_histogram,XAUUSD,24,52,18,0.0
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-18__slow_span-52__threshold-0p0005,momentum_macd_histogram,XAUUSD,24,52,18,0.0005
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0,momentum_macd_histogram,XAUUSD,24,104,9,0.0
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-9__slow_span-104__threshold-0p0005,momentum_macd_histogram,XAUUSD,24,104,9,0.0005
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0,momentum_macd_histogram,XAUUSD,24,26,9,0.0
momentum_macd_histogram__XAUUSD__fast_span-24__signal_span-9__slow_span-26__threshold-0p0005,momentum_macd_histogram,XAUUSD,24,26,9,0.0005
